title,release_date,budget,revenue,ganancia,anio,mes,dia,dia_semana,key
Bill Hicks: Relentless,1992-01-01,0,0,0,1992,Enero,01,Miercoles,34359742862
Ellen DeGeneres: The Beginning,2000-07-23,0,0,0,2000,Julio,23,Domingo,34359742863
Scooby-Doo! Abracadabra-Doo,2010-02-16,0,0,0,2010,Febrero,16,Martes,34359742864
"right?\"\" - \"\"That's we're best at",2014-05-22,4900000,3494070,-1405930,2014,Mayo,22,Jueves,34359742865
A Most Violent Year,2014-12-30,20000000,12007070,-7992930,2014,Diciembre,30,Martes,34359742866
Wild,2014-12-05,15000000,52501541,37501541,2014,Diciembre,05,Viernes,34359742867
Zebra Lounge,2001-10-04,0,0,0,2001,Octubre,04,Jueves,34359742868
Rapid Fire,2006-01-01,0,0,0,2006,Enero,01,Domingo,34359742869
,,0,0,0,,,,,34359742870
Brutal,2007-07-10,0,0,0,2007,Julio,10,Martes,34359742871
The Curse of King Tut's Tomb,2006-04-11,14000000,0,-14000000,2006,Abril,11,Martes,34359742872
Titanic,1996-11-17,13000000,0,-13000000,1996,Noviembre,17,Domingo,34359742873
Butterfly Girl,2014-03-10,0,0,0,2014,Marzo,10,Lunes,34359742874
Mr. Jones,2013-05-02,0,0,0,2013,Mayo,02,Jueves,34359742875
Top Five,2014-12-12,0,25434291,25434291,2014,Diciembre,12,Viernes,34359742876
Bill Burr: I'm Sorry You Feel That Way,2014-12-05,0,0,0,2014,Diciembre,05,Viernes,34359742877
The Uncommon Making of Petulia,2006-01-01,0,0,0,2006,Enero,01,Domingo,34359742878
Fiddle-de-dee,1947-01-01,0,0,0,1947,Enero,01,Miercoles,34359742879
Blinkity Blank,1955-01-01,0,0,0,1955,Enero,01,Sabado,34359742880
Mail Early for Xmas,1959-01-01,0,0,0,1959,Enero,01,Jueves,34359742881
"[{'iso_639_1': 'en', 'name': 'English'}]",,0,0,0,,,,,34359742882
,,0,0,0,,,,,34359742883
A Chairy Tale,1957-12-31,0,0,0,1957,Diciembre,31,Martes,34359742884
Released,,0,0,0,,,,,34359742885
Blackbird,1959-06-05,0,0,0,1959,Junio,05,Viernes,34359742886
"[{'iso_639_1': 'xx', 'name': 'No Language'}]",,0,0,0,,,,,34359742887
Neighbours,1952-01-01,0,0,0,1952,Enero,01,Martes,34359742888
New York Lightboard Record,1961-01-01,0,0,0,1961,Enero,01,Domingo,34359742889
Lines: Horizontal,1962-01-01,0,0,0,1962,Enero,01,Lunes,34359742890
Mosaic,1965-07-29,0,0,0,1965,Julio,29,Jueves,34359742891
Begone Dull Care,1949-01-01,0,0,0,1949,Enero,01,Sabado,34359742892
Synchromy,1971-01-01,0,0,0,1971,Enero,01,Viernes,34359742893
And Then There Was You,2013-10-19,0,0,0,2013,Octubre,19,Sabado,34359742894
Straight on Till Morning,1972-07-09,0,0,0,1972,Julio,09,Domingo,34359742895
Amour fou,2014-05-16,0,0,0,2014,Mayo,16,Viernes,34359742896
Redirected,2014-01-10,2700000,0,-2700000,2014,Enero,10,Viernes,34359742897
Don't Blink,2014-09-18,0,0,0,2014,Septiembre,18,Jueves,34359742898
Raiders from Beneath the Sea,1964-01-01,0,0,0,1964,Enero,01,Miercoles,34359742899
The Wild Bunch: An Album in Montage,1996-11-01,0,0,0,1996,Noviembre,01,Viernes,34359742900
Big Eyes,2014-12-24,10000000,28883511,18883511,2014,Diciembre,24,Miercoles,34359742901
I due Pompieri,1968-07-02,0,0,0,1968,Julio,02,Martes,34359742902
Into the Woods,2014-12-25,50000000,212902372,162902372,2014,Diciembre,25,Jueves,34359742903
Bolidi sull'asfalto a tutta birra!,1970-08-08,0,0,0,1970,Agosto,08,Sabado,34359742904
The Cop in Blue Jeans,1976-03-11,0,0,0,1976,Marzo,11,Jueves,34359742905
Squadra antifurto,1976-10-29,0,0,0,1976,Octubre,29,Viernes,34359742906
Il figlio dello sceicco,1977-02-16,0,0,0,1977,Febrero,16,Miercoles,34359742907
Squadra antitruffa,1977-04-21,0,0,0,1977,Abril,21,Jueves,34359742908
Little Italy,1978-10-10,0,0,0,1978,Octubre,10,Martes,34359742909
Squadra antigangsters,1979-10-10,0,0,0,1979,Octubre,10,Miercoles,34359742910
Agenzia Riccardo Finzi... praticamente detective,1979-12-21,0,0,0,1979,Diciembre,21,Viernes,34359742911
Assassination on the Tiber,1979-10-12,0,0,0,1979,Octubre,12,Viernes,34359742912
Uno contro l'altro praticamente amici,1980-12-01,0,0,0,1980,Diciembre,01,Lunes,34359742913
Delitto a Porta Romana,1980-01-01,0,0,0,1980,Enero,01,Martes,34359742914
Delitto al ristorante cinese,1981-11-19,0,0,0,1981,Noviembre,19,Jueves,34359742915
The Haunted House,1982-01-01,0,0,0,1982,Enero,01,Viernes,34359742916
Delitto sull'autostrada,1982-07-31,0,0,0,1982,Julio,31,Sabado,34359742917
Thieves and Robbers,1983-02-11,0,0,0,1983,Febrero,11,Viernes,34359742918
Delitto al Blue Gay,1984-11-11,0,0,0,1984,Noviembre,11,Domingo,34359742919
Released,,0,0,0,,,,,34359742920
"Rimini, Rimini: A Year Later",1988-01-01,0,0,0,1988,Enero,01,Viernes,34359742921
Released,,0,0,0,,,,,34359742922
"Men, Women & Children",2014-10-17,0,461162,461162,2014,Octubre,17,Viernes,34359742923
Loins of Punjab Presents,2008-09-12,0,0,0,2008,Septiembre,12,Viernes,34359742924
Animated Motion: Part 5,1978-01-01,0,0,0,1978,Enero,01,Domingo,34359742925
Narcissus,1983-08-18,0,0,0,1983,Agosto,18,Jueves,34359742926
Killers,2014-02-01,0,0,0,2014,Febrero,01,Sabado,34359742927
23.0,,0,0,0,,,,,34359742928
Water-mirror of Granada,1955-01-01,0,0,0,1955,Enero,01,Sabado,34359742929
Momo,2001-12-21,0,0,0,2001,Diciembre,21,Viernes,34359742930
Ascension,2014-12-15,0,0,0,2014,Diciembre,15,Lunes,34359742931
Released,,44000000,0,-44000000,,,,,34359742932
Flap,1970-11-13,0,0,0,1970,Noviembre,13,Viernes,34359742933
Kingsman: The Secret Service,2015-01-29,81000000,414351546,333351546,2015,Enero,29,Jueves,34359742934
Holidaze,2013-11-28,0,0,0,2013,Noviembre,28,Jueves,34359742935
Madonna's Pig,2011-11-09,0,0,0,2011,Noviembre,09,Miercoles,34359742936
Night Watch,1973-11-08,0,0,0,1973,Noviembre,08,Jueves,34359742937
Bill Burr: You People Are All The Same,2012-08-16,0,0,0,2012,Agosto,16,Jueves,34359742938
Night at the Museum: Secret of the Tomb,2014-12-17,127000000,349424282,222424282,2014,Diciembre,17,Miercoles,34359742939
,,0,0,0,,,,,34359742940
Teenage,2013-04-20,0,0,0,2013,Abril,20,Sabado,34359742941
Beyond The Mind's Eye,1992-10-09,0,0,0,1992,Octubre,09,Viernes,34359742942
Fire in Castilla (Tactilvision from the Moor of the Fright),1961-04-30,0,0,0,1961,Abril,30,Domingo,34359742943
Lunch Break,2008-11-21,0,0,0,2008,Noviembre,21,Viernes,34359742944
82.0,,0,0,0,,,,,34359742945
Special ID,2013-10-17,0,12666,12666,2013,Octubre,17,Jueves,34359742946
Katt Williams: The Pimp Chronicles Pt. 1,2006-09-16,0,0,0,2006,Septiembre,16,Sabado,34359742947
Summer in February,2013-06-13,0,0,0,2013,Junio,13,Jueves,34359742948
Sorority Wars,2009-01-02,0,0,0,2009,Enero,02,Viernes,34359742949
Bad Karma,1991-01-01,0,0,0,1991,Enero,01,Martes,34359742950
Fear Island,2009-09-08,0,0,0,2009,Septiembre,08,Martes,34359742951
Walking on Sunshine,2014-06-19,0,0,0,2014,Junio,19,Jueves,34359742952
Heartbeat,1938-04-15,0,0,0,1938,Abril,15,Viernes,34359742953
Wheelmen,2005-06-03,0,0,0,2005,Junio,03,Viernes,34359742954
Big Brown Eyes,1936-04-03,0,0,0,1936,Abril,03,Viernes,34359742955
Released,,0,0,0,,,,,34359742956
King Ordinary,2013-09-04,0,0,0,2013,Septiembre,04,Miercoles,34359742957
Food Stamped,2010-10-09,0,0,0,2010,Octubre,09,Sabado,34359742958
Goodbye to All That,2014-12-17,0,0,0,2014,Diciembre,17,Miercoles,34359742959
The Punisher: Dirty Laundry,2012-07-16,0,0,0,2012,Julio,16,Lunes,34359742960
Presidentintekijät,2014-03-14,200000,0,-200000,2014,Marzo,14,Viernes,34359742961
Behaving Badly,2014-04-14,0,0,0,2014,Abril,14,Lunes,34359742962
A Madea Christmas,2013-12-13,0,0,0,2013,Diciembre,13,Viernes,34359742963
Nicholas on Holiday,2014-07-09,0,0,0,2014,Julio,09,Miercoles,34359742964
The Walking Stick,1970-06-05,0,0,0,1970,Junio,05,Viernes,34359742965
The Nutcracker Prince,1990-01-01,0,0,0,1990,Enero,01,Lunes,34359742966
Bullets Don't Argue,1964-08-21,0,0,0,1964,Agosto,21,Viernes,34359742967
,,0,0,0,,,,,34359742968
Don't Go In the Woods,1981-09-05,0,0,0,1981,Septiembre,05,Sabado,34359742969
26 girls. 26 letters in the alphabet. 1 campus legend.,,0,0,0,,,,,34359742970
Professor Beware,1938-07-29,0,0,0,1938,Julio,29,Viernes,34359742971
"Listen, Darling",1938-10-21,0,0,0,1938,Octubre,21,Viernes,34359742972
9.0,,0,0,0,,,,,34359742973
A Viking Saga: The Darkest Day,2013-06-10,0,0,0,2013,Junio,10,Lunes,34359742974
Thérèse,2012-05-27,0,0,0,2012,Mayo,27,Domingo,34359742975
With Love... from the Age of Reason,2010-07-28,8000000,0,-8000000,2010,Julio,28,Miercoles,34359742976
Yonkers Joe,2008-04-01,0,0,0,2008,Abril,01,Martes,34359742977
A Thousand Times Good Night,2013-08-31,0,0,0,2013,Agosto,31,Sabado,34359742978
/vgfcDqtetKXYapoV3RzNXl6X5ma.jpg,,3,0,-3,,,,,34359742979
The Love Machine,1971-08-14,0,0,0,1971,Agosto,14,Sabado,34359742980
The Lost Prince,2005-12-18,0,0,0,2005,Diciembre,18,Domingo,34359742981
Total Western,2000-06-13,0,0,0,2000,Junio,13,Martes,34359742982
Madea's Big Happy Family,2011-04-22,25000000,53213633,28213633,2011,Abril,22,Viernes,34359742983
Bugs Bunny's Looney Christmas Tales,1979-11-27,0,0,0,1979,Noviembre,27,Martes,34359742984
12 Dates of Christmas,2011-12-11,0,0,0,2011,Diciembre,11,Domingo,34359742985
The Kennedys,2011-04-03,0,0,0,2011,Abril,03,Domingo,34359742986
Quatsch und die Nasenbärbande,2014-10-13,0,0,0,2014,Octubre,13,Lunes,34359742987
Teenage Dirtbag,2009-10-20,0,0,0,2009,Octubre,20,Martes,34359742988
12 Wishes of Christmas,2011-11-27,0,0,0,2011,Noviembre,27,Domingo,34359742989
An American Hippie in Israel,1972-01-01,0,0,0,1972,Enero,01,Sabado,34359742990
Blast,1997-03-13,700000,0,-700000,1997,Marzo,13,Jueves,34359742991
Carry On Teacher,1959-08-25,0,0,0,1959,Agosto,25,Martes,34359742992
Carry On Constable,1960-02-22,0,0,0,1960,Febrero,22,Lunes,34359742993
Christina's House,2000-02-24,0,0,0,2000,Febrero,24,Jueves,34359742994
The Arrival of Joachim Stiller,1976-11-29,0,0,0,1976,Noviembre,29,Lunes,34359742995
"[{'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'en', 'name': 'English'}]",,0,0,0,,,,,34359742996
Daughters Courageous,1939-07-22,0,0,0,1939,Julio,22,Sabado,34359742997
Deceit,1992-08-21,0,0,0,1992,Agosto,21,Viernes,34359742998
Demon Hunter,2005-06-01,0,0,0,2005,Junio,01,Miercoles,34359742999
Demon Hunter,2012-03-20,0,0,0,2012,Marzo,20,Martes,34359743000
Destination Gobi,1953-03-20,0,0,0,1953,Marzo,20,Viernes,34359743001
Down Twisted,1987-03-01,0,0,0,1987,Marzo,01,Domingo,34359743002
1951-06-11,,0,0,0,,,,,34359743003
Escape from Crime,1942-07-25,0,0,0,1942,Julio,25,Sabado,34359743004
Escape in the Fog,1945-04-05,0,0,0,1945,Abril,05,Jueves,34359743005
Esther and the King,1960-11-18,0,0,0,1960,Noviembre,18,Viernes,34359743006
"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",,0,0,0,,,,,34359743007
"[{'iso_639_1': 'it', 'name': 'Italiano'}]",,0,0,0,,,,,34359743008
Everybody Has a Plan,2012-08-30,0,0,0,2012,Agosto,30,Jueves,34359743009
Everyday Sunshine:  The Story of Fishbone,2011-10-07,0,0,0,2011,Octubre,07,Viernes,34359743010
Ex-Lady,1933-05-14,0,0,0,1933,Mayo,14,Domingo,34359743011
Exit to Hell,2013-09-30,0,0,0,2013,Septiembre,30,Lunes,34359743012
Exorcismus,2010-12-29,0,0,0,2010,Diciembre,29,Miercoles,34359743013
Eye of the Hurricane,2012-03-10,0,0,0,2012,Marzo,10,Sabado,34359743014
Eyeball,1975-01-24,0,0,0,1975,Enero,24,Viernes,34359743015
Face of Fire,1959-08-09,0,0,0,1959,Agosto,09,Domingo,34359743016
Face The Music,1993-01-01,0,0,0,1993,Enero,01,Viernes,34359743017
Falling Awake,2010-01-29,0,0,0,2010,Enero,29,Viernes,34359743018
Nick Offerman: American Ham,2014-01-23,0,0,0,2014,Enero,23,Jueves,34359743019
Lemon Tree Passage,2014-08-25,0,0,0,2014,Agosto,25,Lunes,34359743020
Stormheart,2008-08-01,0,0,0,2008,Agosto,01,Viernes,34359743021
Seventh Son,2014-12-12,95000000,114178613,19178613,2014,Diciembre,12,Viernes,34359743022
Gloss,2007-08-23,2500000,4684165,2184165,2007,Agosto,23,Jueves,34359743023
A Nest of Gentry,1969-01-01,0,0,0,1969,Enero,01,Miercoles,34359743024
The Story of Asya Klyachina,1966-01-01,0,0,0,1966,Enero,01,Sabado,34359743025
Out of the Ashes,2003-04-13,0,0,0,2003,Abril,13,Domingo,34359743026
"while protecting the Lexicon.\"",,0,0,0,,,,,34359743027
National Gallery,2014-10-08,0,0,0,2014,Octubre,08,Miercoles,34359743028
Released,,0,0,0,,,,,34359743029
"Rakkaudella, Maire",1999-09-17,0,0,0,1999,Septiembre,17,Viernes,34359743030
Heatstroke,2013-12-19,0,0,0,2013,Diciembre,19,Jueves,34359743031
The Wait,2013-01-31,0,0,0,2013,Enero,31,Jueves,34359743032
Munger Road,2011-09-30,0,0,0,2011,Septiembre,30,Viernes,34359743033
Myn Bala: Warriors of the Steppe,2012-04-25,10,0,-10,2012,Abril,25,Miercoles,34359743034
Alyce Kills,2011-09-14,0,0,0,2011,Septiembre,14,Miercoles,34359743035
Little Witches,1996-12-23,0,0,0,1996,Diciembre,23,Lunes,34359743036
The Haunting of Helena,2013-01-14,0,0,0,2013,Enero,14,Lunes,34359743037
Alice in Murderland,2010-02-05,0,0,0,2010,Febrero,05,Viernes,34359743038
Elfie Hopkins,2012-04-20,0,0,0,2012,Abril,20,Viernes,34359743039
The Evictors,1979-04-17,0,0,0,1979,Abril,17,Martes,34359743040
On the Ice,2011-12-14,0,0,0,2011,Diciembre,14,Miercoles,34359743041
The Case of the Scorpion's Tail,1971-08-16,0,0,0,1971,Agosto,16,Lunes,34359743042
Let It Snow,2013-11-30,0,0,0,2013,Noviembre,30,Sabado,34359743043
Chasing Christmas,2005-12-04,0,0,0,2005,Diciembre,04,Domingo,34359743044
Piranhaconda,2012-06-16,1000000,0,-1000000,2012,Junio,16,Sabado,34359743045
Corner Gas: The Movie,2014-12-03,8500000,0,-8500000,2014,Diciembre,03,Miercoles,34359743046
Charleston,1974-09-10,0,0,0,1974,Septiembre,10,Martes,34359743047
Common,2014-07-06,0,0,0,2014,Julio,06,Domingo,34359743048
Woman of Antwerp,1948-09-03,0,0,0,1948,Septiembre,03,Viernes,34359743049
Love Without Pity,1989-11-22,0,0,0,1989,Noviembre,22,Miercoles,34359743050
Ethel,2012-01-20,0,0,0,2012,Enero,20,Viernes,34359743051
Exit Smiling,1926-11-06,0,0,0,1926,Noviembre,06,Sabado,34359743052
"[{'iso_3166_1': 'FR', 'name': 'France'}]",,0,0,0,,,,,34359743053
Fearless Fagan,1952-08-15,0,0,0,1952,Agosto,15,Viernes,34359743054
FernGully 2: The Magical Rescue,1998-03-17,0,0,0,1998,Marzo,17,Martes,34359743055
Fiesta,1947-06-12,0,0,0,1947,Junio,12,Jueves,34359743056
There is no greater violence than a father's revenge for the rape of his daughter.,,0,0,0,,,,,34359743057
Fighting Mad,1976-02-21,600000,0,-600000,1976,Febrero,21,Sabado,34359743058
Filthy Gorgeous: The Bob Guccione Story,2013-04-25,0,0,0,2013,Abril,25,Jueves,34359743059
Final,2001-06-08,0,0,0,2001,Junio,08,Viernes,34359743060
Family Way,2012-11-21,0,0,0,2012,Noviembre,21,Miercoles,34359743061
Miss Minoes,2001-12-06,0,0,0,2001,Diciembre,06,Jueves,34359743062
Crazy for Christmas,2005-12-25,0,0,0,2005,Diciembre,25,Domingo,34359743063
Arizona Colt Returns,1970-08-14,0,0,0,1970,Agosto,14,Viernes,34359743064
Giovannona Long-Thigh,1973-04-12,0,0,0,1973,Abril,12,Jueves,34359743065
The Violent Professionals,1973-08-22,0,0,0,1973,Agosto,22,Miercoles,34359743066
"[{'iso_639_1': 'it', 'name': 'Italiano'}]",,0,0,0,,,,,34359743067
Silent Action,1975-04-05,0,0,0,1975,Abril,05,Sabado,34359743068
The Suspicious Death of a Minor,1975-08-12,0,0,0,1975,Agosto,12,Martes,34359743069
A Man Called Blade,1977-08-13,0,0,0,1977,Agosto,13,Sabado,34359743070
The Mountain of the Cannibal God,1978-05-23,0,0,0,1978,Mayo,23,Martes,34359743071
Island of the Fishmen,1979-01-18,0,0,0,1979,Enero,18,Jueves,34359743072
,,0,0,0,,,,,34359743073
,,0,0,0,,,,,34359743074
,,0,0,0,,,,,34359743075
The Great Alligator,1979-11-03,0,0,0,1979,Noviembre,03,Sabado,34359743076
Don't Play with Tigers,1982-01-15,0,0,0,1982,Enero,15,Viernes,34359743077
The Scorpion with Two Tails,1982-09-17,0,0,0,1982,Septiembre,17,Viernes,34359743078
Se tutto va bene siamo rovinati,1983-12-29,0,0,0,1983,Diciembre,29,Jueves,34359743079
"Acapulco, prima spiaggia... a sinistra",1983-02-02,0,0,0,1983,Febrero,02,Miercoles,34359743080
Hands of Steel,1986-03-26,0,0,0,1986,Marzo,26,Miercoles,34359743081
Casablanca Express,1989-12-22,0,0,0,1989,Diciembre,22,Viernes,34359743082
,,0,0,0,,,,,34359743083
Released,,0,0,0,,,,,34359743084
Solomon Northup's Odyssey,1984-01-02,0,0,0,1984,Enero,02,Lunes,34359743085
Class of '61,1993-04-12,0,0,0,1993,Abril,12,Lunes,34359743086
Sharpe's Gold,1995-04-01,0,0,0,1995,Abril,01,Sabado,34359743087
Sharpe's Battle,1995-04-19,0,0,0,1995,Abril,19,Miercoles,34359743088
Sharpe's Sword,1995-04-26,0,0,0,1995,Abril,26,Miercoles,34359743089
Sharpe's Eagle,1993-05-12,0,0,0,1993,Mayo,12,Miercoles,34359743090
,,0,0,0,,,,,34359743091
The New Babylon,1929-01-01,0,0,0,1929,Enero,01,Martes,34359743092
Let's Kill Ward's Wife,2014-12-23,5000000,0,-5000000,2014,Diciembre,23,Martes,34359743093
The Magnificent Trio,1966-11-08,0,0,0,1966,Noviembre,08,Martes,34359743094
Released,,10000000,0,-10000000,,,,,34359743095
Kaksparsh,2012-05-04,0,0,0,2012,Mayo,04,Viernes,34359743096
A Merry Friggin' Christmas,2014-11-07,0,0,0,2014,Noviembre,07,Viernes,34359743097
Ask Me Anything,2014-04-19,950000,0,-950000,2014,Abril,19,Sabado,34359743098
Three the Hard Way,1974-06-26,0,0,0,1974,Junio,26,Miercoles,34359743099
"Silent Night, Deadly Night 5: The Toy Maker",1991-11-06,0,0,0,1991,Noviembre,06,Miercoles,34359743100
Santa Claus,1959-11-26,0,0,0,1959,Noviembre,26,Jueves,34359743101
0,,0,0,0,,,,,34359743102
Fame High,2012-04-21,0,0,0,2012,Abril,21,Sabado,34359743103
Fire with Fire,1986-05-09,0,0,0,1986,Mayo,09,Viernes,34359743104
Fireball,2009-01-29,0,0,0,2009,Enero,29,Jueves,34359743105
First a Girl,1935-11-07,0,0,0,1935,Noviembre,07,Jueves,34359743106
Fishtales,2007-08-24,14000000,9216,-13990784,2007,Agosto,24,Viernes,34359743107
Fitzwilly,1967-04-19,0,0,0,1967,Abril,19,Miercoles,34359743108
Hotel Noir,2012-10-09,0,0,0,2012,Octubre,09,Martes,34359743109
Jauja,2014-11-27,0,0,0,2014,Noviembre,27,Jueves,34359743110
The Grump,2014-09-05,0,0,0,2014,Septiembre,05,Viernes,34359743111
Summertime,2014-08-01,0,0,0,2014,Agosto,01,Viernes,34359743112
Boy Upside Down,2014-08-29,0,0,0,2014,Agosto,29,Viernes,34359743113
The Forest,2012-12-14,0,0,0,2012,Diciembre,14,Viernes,34359743114
The Swedish Moment,2014-11-07,495000,0,-495000,2014,Noviembre,07,Viernes,34359743115
Raspberry Boat Refugee,2014-08-19,3200000,0,-3200000,2014,Agosto,19,Martes,34359743116
"Girl, Positive",2007-06-25,0,0,0,2007,Junio,25,Lunes,34359743117
Beauty Day,2011-06-10,0,0,0,2011,Junio,10,Viernes,34359743118
Everything I Can See From Here,2013-02-01,0,0,0,2013,Febrero,01,Viernes,34359743119
Hotarubi no Mori e,2011-09-17,0,0,0,2011,Septiembre,17,Sabado,34359743120
Annie,2014-12-19,65000000,133821816,68821816,2014,Diciembre,19,Viernes,34359743121
Castle of Blood,1964-02-27,0,0,0,1964,Febrero,27,Jueves,34359743122
PK,2014-12-18,13000000,120000000,107000000,2014,Diciembre,18,Jueves,34359743123
The Devil's Widow,1970-12-01,0,0,0,1970,Diciembre,01,Martes,34359743124
Mirage Men,2013-06-13,0,0,0,2013,Junio,13,Jueves,34359743125
Get Ready to Set Sail!,,0,0,0,,,,,34359743126
Final: The Rapture,2013-09-13,0,92100,92100,2013,Septiembre,13,Viernes,34359743127
Finders Keepers,2014-10-18,0,0,0,2014,Octubre,18,Sabado,34359743128
Five Weeks in a Balloon,1962-01-01,0,0,0,1962,Enero,01,Lunes,34359743129
Flesh and Blood,1922-08-22,0,0,0,1922,Agosto,22,Martes,34359743130
Flesh Wounds,2011-06-09,0,0,0,2011,Junio,09,Jueves,34359743131
Flirtation Walk,1934-12-01,0,0,0,1934,Diciembre,01,Sabado,34359743132
Sansa,2004-01-29,0,0,0,2004,Enero,29,Jueves,34359743133
Foodfight!,2012-06-15,65000000,73706,-64926294,2012,Junio,15,Viernes,34359743134
Forbidden,1949-02-28,0,0,0,1949,Febrero,28,Lunes,34359743135
Forbidden,1953-12-02,0,0,0,1953,Diciembre,02,Miercoles,34359743136
Forever Lulu,2000-01-01,20000000,0,-20000000,2000,Enero,01,Sabado,34359743137
Love happens. When you least expect it....,,0,0,0,,,,,34359743138
Fort Massacre,1958-05-01,0,0,0,1958,Mayo,01,Jueves,34359743139
Fort Vengeance,1953-03-28,0,0,0,1953,Marzo,28,Sabado,34359743140
Fort Worth,1951-07-14,0,0,0,1951,Julio,14,Sabado,34359743141
Shaka Zulu: The Last Great Warrior,2005-05-03,0,0,0,2005,Mayo,03,Martes,34359743142
Four Jills in a Jeep,1944-03-17,0,0,0,1944,Marzo,17,Viernes,34359743143
Four Wives,1939-12-25,0,0,0,1939,Diciembre,25,Lunes,34359743144
Framed,1947-05-25,0,0,0,1947,Mayo,25,Domingo,34359743145
Francis of Assisi,1961-07-12,0,0,0,1961,Julio,12,Miercoles,34359743146
Frank & Jesse,1995-04-22,0,0,0,1995,Abril,22,Sabado,34359743147
Get Crazy,1983-08-05,0,1645711,1645711,1983,Agosto,05,Viernes,34359743148
America: Imagine the World Without Her,2014-07-02,0,0,0,2014,Julio,02,Miercoles,34359743149
Symphony of the Soil,2013-10-11,0,0,0,2013,Octubre,11,Viernes,34359743150
Another Me,2013-11-15,0,0,0,2013,Noviembre,15,Viernes,34359743151
/946p57CEWnVSJC1mBuqixHTWuAD.jpg,,0,0,0,,,,,34359743152
Now You Know,2002-01-01,380000,0,-380000,2002,Enero,01,Martes,34359743153
Rocks in my Pockets,2014-08-21,0,0,0,2014,Agosto,21,Jueves,34359743154
Daughters of Dolma,2013-11-21,0,0,0,2013,Noviembre,21,Jueves,34359743155
My Rainy Days,2009-11-07,0,0,0,2009,Noviembre,07,Sabado,34359743156
Bird People,2014-06-04,0,0,0,2014,Junio,04,Miercoles,34359743157
It Felt Like Love,2013-01-19,0,0,0,2013,Enero,19,Sabado,34359743158
Eye for an Eye,1966-03-18,0,0,0,1966,Marzo,18,Viernes,34359743159
Miss Granny,2014-01-22,0,0,0,2014,Enero,22,Miercoles,34359743160
Intermezzo,1936-11-16,0,0,0,1936,Noviembre,16,Lunes,34359743161
Joy of Living,1938-05-06,0,0,0,1938,Mayo,06,Viernes,34359743162
Drishyam,2013-12-19,750000,12000000,11250000,2013,Diciembre,19,Jueves,34359743163
Gloriously Wasted,2012-12-28,0,0,0,2012,Diciembre,28,Viernes,34359743164
Thunderpants,2002-05-24,0,0,0,2002,Mayo,24,Viernes,34359743165
That Man Bolt,1973-12-01,0,0,0,1973,Diciembre,01,Sabado,34359743166
Island of Terror,1966-06-20,0,0,0,1966,Junio,20,Lunes,34359743167
Moon Man,2012-12-19,12000,0,-12000,2012,Diciembre,19,Miercoles,34359743168
The Fountain,1989-09-08,0,0,0,1989,Septiembre,08,Viernes,34359743169
Foreign Exchange,2008-09-09,1000000,0,-1000000,2008,Septiembre,09,Martes,34359743170
FrackNation,2013-01-07,150000,0,-150000,2013,Enero,07,Lunes,34359743171
Louis Cyr : The Strongest Man in the World,2013-07-12,8500000,0,-8500000,2013,Julio,12,Viernes,34359743172
